"ID","question","questionType"
112703,"Solar Charging: Works, but slow. But, when plugged into a Solar Panel, Levin 10W, it was a lot faster. Has Anyone tried panels with this device?",1
69986,"I want to know what the warranty period is",0
51694,"Will this work on any network. As I want to use it in Pakistan. So is this an open phone and can be used with any sim card.",1
91346,"will this work wth a Contixo LR 102 tablet (10 inch )",1
48900,"Will this scratch an iPad when opening to replace dead speaker?",1
98983,"can it charge 2 ipad minis at the same time? thanks.",1
98567,"I am mainly concerned about how slippery a case is, particularly on the side where you are gripping it. How does this compare to other cases?",0
55233,"i like this phone but i think that that images are not of the lg optimus 3d max p720.the images are the lg optimus 3d p920/925: I think they are the lg 3d p920/925. the max LG does not have that line on the rear of silver (in chambers). right?",0
73635,"so, does this case have a screen protecter connected to the case it s self? Or do you have to put on a little screen film thing?",0
73046,"How much will the tickness of the phone increase (aprox) ?",0
26511,"Does the refrigerator come with a waterline or do you have to buy that extra?",0
72593,"Does this come with a belt clip?",1
110543,"Why does this cord not work after only 1 month? Any suggestions?",0
106212,"this phone has de LTE band 1900?",0
79771,"What OS have the phone?? and it could have the OS 4.2.2 jelly bean? and it have front camera?? because i don t see it on the picture :/",0
113919,"I m from Venezuela. &iquest;this phone need any code to unlock?",0
32554,"which metal plate did u use for smartphone. The biggest one looks ugly.i planning for middle sized one. please share your experience.",0
12459,"I want to use the sugar sheet to create biodegradable confetti. Can I use regular craft hole punchers to do this?",1
86059,"is this phone have wifi",1
66653,"does the nokia dt-900 wireless charging plate charge a samsung galaxy s iii",1
34288,"will this work with an iPhone3G?",1
85003,"would this fit a Galaxy 3 phone?",1
21068,"does this unit have filters that need to be changed?",1
16985,"What is the shelf life of this stuff?",0
56318,"Can I use this phone with Ooma moble mi.app without useing a phone co. like sprint or?",1
15801,"Where is this machine made?",0
12152,"Is this a 32 ounce bag or 4 packs of 32 oz?",0
10603,"These almonds appear to be shelled. Please let me know if they are. Many thanks, in advance, for your time and consideration.",0
64411,"is it compatible with tmobile",1
45375,"So is it leather or leatherette? what is leatherette anyway?",0
1733,"Is it certified gluten free?",1
1425,"How may bean pods are there in 1/2 pound?",0
65027,"Im assuming it works on a tablet but not so good about this stuff.lol Just wanted to ask if anyone uses it for a tablet?",0
65324,"website address",0
108621,"What app do you use to listen to music with this device?",0
72470,"why does these phone say that they are CDMA and then when you read the questions and answers you find out that it takes a sim card??",0
53886,"does this case come with the belt holster? it isn t listed but usually the defender cases come with a belt clip",1
79932,"Does this is the original HTC double dip flip? i mean it is made by HTC?",0
24654,"Compatible with mitsubishi wd62531?",0
23931,"I haven t received my order yet but I want to know if I have to install anything on before lifting the dryer or after. Thanks in advance!",0
102897,"How can I charge it?",0
44597,"Is there a place to plug in earphones on this case?",1
94325,"can you use your finger on the screen with the case on the phone or do you only have to use the touch pen for the screen to work?",0
18061,"Is this the chamomile tea with the daisies on the box? It s hard to tell from the picture. Thank you",1
41582,"Will this work with IPHONE 5?",1
55885,"works for movistar of venezuela",0
19699,"Should I disconnect the hose FROM the machine after washing? And remove the adaptor from sink fawcet? Also, should I take off the adaptor from the sink fawcet each time?",0
101887,"Does this fit the surface pro (1st gen)?",1
32973,"Price too good to be true? Is this too good to be true?",0
22482,"Has anyone used this with a newer GE side by side fridge?",1
43935,"does the otter cover fit on the samsung galaxy 4s phone",1
39020,"What MHz does this use?",0
2048,"Why do the ingredients say  Chocolate ??!",0
1360,"What taste do they are?",0
78593,"Can this phone be used in the USA at AT&amp;T",1
77914,"Why is this cheaper than a 2200mah",0
106115,"Can I receive this order by Saturday?",1
44187,"how can I activate it ?",0
75455,"this phone have expandable memory ?",0
49944,"Are you positive it won t leak???",1
43324,"Can I connect USB into computer to use for Skype. I work in a call center and my computer doesn t have bluetooth. My headset is very heavy &amp; bulky",1
70431,"How does this work with action shots? Like if I m taking pics at a soccer game or a ballet recital? Do the images get blurry?",0
11858,"Let me try again, how do you make powdered sugar with this product?",0
50058,"how to charge it",0
112226,"Does de Galaxy S5 SM-G900H is shockproof or resistant to hits",0
20693,"Is there a filter for the washer? and where?",0
38916,"Work with Movistar Venezuela?, Spanish Language?",0
47312,"Does it have two inner pockets,,,,one for money and one for receipts?",1
58035,"Can you charge the phone while it is in the case?",1
56993,"Can I use this device in Europe or it can use only with Verizon carrier?",0
49565,"Hello, I would like to know if it works with UMTS/HSDPA: 900 Mhz for 3G ?",0
69020,"the picture shows the tools, is that also included?",1
29431,"does it have dedicated mute button",1
95199,"Will it work with the s3 mini?",1
113787,"Will this case actually protect the phone from drops? And will it fit with a screen protector on?",0
68192,"works for iPhone 5s?",0
34838,"Exactly how big is this and can you speak text and does it have any caller ID?",0
6977,"why the peppered has more protein?",0
106712,"Hi how do i know this is real iphone 5s",0
93875,"What are the specs of the charger adapter it comes with, specifically the output amps?",0
31739,"Will this work with a Galaxy S5 in an Otterbox Defender?",1
86932,"Will the finger print unlock feature on the iPhone5s still work with this case?",1
51046,"can I use this on my laptop? and If yes what elles do I need to go with it?",0
100173,"hi there, i have blu life one, L120. will this",1
10623,"what is the nutritional values in the mini bar?",0
48474,"Heard a customer mentioning she needed an adhesive disc to mount it on the dashboard. Is this true?",1
113590,"does have front camera????",1
17028,"This item pops up when I type in Organic Almond Butter. . .but I don t see the organic in the description.",0
37929,"Will this case fit a consumer cellular doro phone?",1
8019,"Is this toasted?",1
2153,"Is this the mini sprout master or the larger one?",0
40610,"My screen went blank,can I take this Sim card and put it in this phone to upload my contacts? I need my contacts!!!!",1
93983,"Is it made of leather, or imitation?",0
4952,"can this be a substitue for potato flour",1
63728,"Does the magnet kit come with a magnet or just a way to put in a magnet?",0
11559,"why did your price jump from $11.93 to $20.21 in just 2.5 weeks.u just lost a good customer.",0
77969,"will other headphones besides the samsung fit with this case? I use Klipsch S4As",1
70379,"I have a S3 mini, model GT-I8190L ....please confirm by this way or email if this battery fits my model ?? or the one that does",0
52451,"Will this work for my HP slate 7? the USB port has completely broke and fallen out. will it work wirelss?",0
92066,"would a 8.8  x 5.0  tablet fit?",1
107807,"Does this really have an 8  coiled cord? That seems excessive. Most car chargers have a 3  or 4  coiled cord. What is the actual length of the cord when coiled? The reason I am asking is that I keep the charger plugged into the outlet in my console and...",0
105402,"Do you sell in quantity? I m not opposed to paying for shipping but if I buy 5/10 i d rather not pay separate shipping for each.",1
105290,"capacity is 32 or 16 gb?",0
34204,"does product ship to australia",1
16390,"Does this product require refrigeration?",1
22792,"whould this work on a kenmore model 41797812701",0
1149,"where is the tea made in ?",0
72622,"can i use this cell phone in japan with a b mobile sim in japan?, thanks.",1
105949,"What is the biggest phone this thing can accomodate? I have a Galaxy Note 3.",0
21259,"Is this 18  from the center of each opening to the other? Or 18  from the very end of the  box  to the other end of the  box ? I need to reach 17  from the exact center of each opening.",0
75058,"Will this fit the s4 with a simple snap on case?",1
97765,"Does it have a micro-USB port?",1
95792,"Does it work for the ipad two?",1
38380,"Does the faceplate have the reflective coatings on the underside of all 4 of the buttons so that they can be seen in the dark?",1
111463,"Does anyone have experience using this with the iPhone 6 lifeproof case? Will it fit the small opening for the charger cable?",0
11697,"Does the cocoa have a kosher symbol? if so, which one?",0
37363,"Do I have to have internet/data to use this phone or can text and talk as regular cell phones?",0
78014,"how does it charge?",0
34073,"What s in the box?",0
67517,"Can the clamp be removed? And if so, does it thread on?",0
33179,"can i use this phone in Nepal?",1
15128,"I want to put your air ferns in a 4 inch round tin for a party favor. It attaches to the fridge. Would your ferns fit in that size tin?",1
33797,"Can you fit an iphone 4 + bumper inside this case?",1
89010,"Does this battery work for the Samsunng Galaxy S3 from t-moblie? And how long does this battery life lasts?",0
72435,"Did anyone see a drop in signal strength using this device?",1
6618,"dairy free? vegan?",0
20046,"Can I use this for house furnace (75,000 BTU) vent? This is the vent that goes all the way to the roof and out.",1
46845,"Hi I purchased a Laza Zcell 3460 mah extended battery and cover from you on May 21, 2013. Cover broke and cannot charge phone. What can you do ?",0
94411,"Is case rubberized?",1
39855,"If I have a family plan, but my phone broke, can I use this phone to replace it for my basic phone?",1
6011,"Is this a medium roast",1
12337,"Does the bowl acd scoop come with it?",1
68857,"Hi, do you ship to Canada?",1
106445,"does it work well w/Kindle Fire/Galaxy Tablet/ Verizon cell?",1
23778,"Where are the measurements taken? My current liners are 7 1/2  from shade to side and the large are 9 3/4 ",0
77609,"will it fit on the s4 active",1
2078,"How do you prepare this? Do you need a coffee maker?",0
80841,"when I touch the screen of my phone ST27i it doesnt respond.. does this product will fix mi problem ? ?",0
43631,"How do you put it on mute?",0
45908,"I need to know if this phone takes a standard sim card or the micro sim card?",0
30185,"Does this cable work with a lifeproof case?",1
51227,"Do all Ipad 2 have short cable?",1
28695,"Hello! Where this phone made in? Is it original model? Is it europian quality?",0
73954,"How does this attach to the iPhone 5 if no lightning adapter?",0
15445,"Is it possible to get them individually wrapped?",1
71755,"Will the jaw that is spring operated fit the vents on a 2014 Ford F150? I see it is universal, but the fins on my F150 are thick.",1
37519,"I just bought one, but there were no pamphlets or user guide with it, how to get around ...works fine until I go to use the mouse (it won t move when",0
49001,"Hey, I receive the product but it just came with front protection side....... What about back protection?",0
14058,"Has the gf Bisquick improved since coming out? Bought a box when new &amp; it had the consisteny of granulated sugar. I ve been using King Arthurs since.",1
107579,"how fast does it charge?",0
80816,"Will this phone work on ATT &amp;/or T-Mobile towers? Also, is there a guarantee/warranty with purchase of a new phone?",0
9802,"I currently use canola or sunflower oil when I fry things, will I be able to replace them with this? Will it smoke when I get it to a high heat?",0
18580,"Hmm... Amazon product details state the country of origin for this product is United Arab Emirates - but it s made from Strauss Family Creamery milk?",0
56215,"Does the phone case snap in or slide into the holster?",0
87261,"Is it hard plastic or silicone or rubber. Will glue or paint adhere well to it?",0
91315,"What is the diameter of the suction cup?",0
105256,"How long is the cable and can we use these mickey mouse cables to extend it? http://www.amazon.com/Cables-Unlimted...",0
14057,"What Items, and Sizes, EXACTLY are in this bundle of Gluten Free items? NORMALLY the listing tells you EXACTLY what size each item is &amp; what product",0
62176,"do this phone have a warranty? how long can it keep?",0
99241,"How much protection does this case offer? How much  lip  will be add around the screen?",0
87815,"anyone know how to change the language it speaks at first it was in English now its in Chinese I would think is a combination of button presses",0
77599,"what is the height and width of this battery? I don t want it for a phone. thks",0
18760,"Has anyone also tried Ideal brand and how did this one compare? Thanks!",0
50181,"will this fit a sprint Galaxy s2?",1
66864,"Is there a cover/plastic over the rear camera?",1
59015,"Is it rated at 3.1A because one port outputs 1A while the other outputs 2A?",1
9347,"What flavors and how many jelly beans per pound (jelly belly size or larger  traditional  size)?",0
61379,"Can you keep it on all day even after the battery is charged with out hurting the phone or battery?",0
50014,"can you take out the battery to this phone?",1
31914,"how to turn up the sound?",0
82668,"Which service provider is your phone from? I m currently using T-Mobile, and not sure if it would work with my Galaxy 4s",0
26974,"Is this a convertible hood that I can vent outside with?",1
6374,"what is the size",0
100056,"will this phone accept a sim card? is it GSM (work with at&amp;t)",1
66678,"The cable is gfor 110 or 220 V?",0
56511,"Does the surface of the case have any  grip  to it? What material is it made of?",0
72984,"where can I find replacement for built in screen protector? Mine is scratched",0
22594,"Does this have the loop connectors or the solid rectangle plugs?",0
98306,"Hello, how does the faux leather feel? Is it soft to touch, cause it does look shiny like plastic, which got me wondering. Thank you!",1
14282,"Does anyone know about how many cups of sugar one 1/2 gallon carton contains?",0
76262,"Does it support 4G LTE 2600 / band 7? Tks",1
74993,"Does this case close with a magnet or snap?",0
67454,"If you ordered from the seller Panda Town, does it come with the 4 white tips and the white usb cable or with a black usb cable?",0
59418,"Does the adhesive needed come with the screen?",1
79487,"Is it difficult to use the phone regularly with the case?",1
96759,"iOS works with the phone?",0
29197,"country? I can use this I telephone in another country?",0
95180,"does it come with tapes for gluing it?",1
18392,"Are there any calories in this?",1
52984,"does it have bumpers",1
73210,"will this case fit a Galaxy S 3 mini G730",1
64560,"Will this Solar Panel charge Smartphones such as Samsung Galaxy S3 &amp; Samsung Galaxy Note 2?",1
25282,"Will this fit FFGF3019LWE",1
95223,"Does the phone get hot from being enclosed for so long?",1
74432,"Will my Bersa Thunder 380 PLUS fit? (The  plus  is a double stack 15 +1)",1
59773,"HOW MANY CARDS CAN IT HOLD",0
87436,"can I use this phone with tracfone service",1
78796,"is this for the s3 note....the one with the pen?",1
73204,"Can someone explain how this works when making and receiving calls ? Can you easily slip it out and back in or leave it in all the time ? Thanks !",0
87623,"Does this screen protector leave residue when removed?",1
63784,"What material is this case made out of (Leather, Vinyl, Imitation Leather)? Thank you in advance.",0
99728,"What comes in the box with the watch",0
47652,"Is it flexible? If I take it backpacking for a week and hang it off of my backpack, will it break?",0
84186,"will this work with a Note 3",1
34936,"Bought it to charge a Nexus 7. Does not appear to be compatible. Do I need to do something else to make it work?",1
93483,"does the cards scratch the phone when the case is closed?",1
44515,"Is this compatible with Motorola Razr i XT890?",1
1729,"I am also allergic to eggs which this recipe calls for. Can it be made with egg sugstitute?",1
44657,"I have a samsung galaxy s the battery reads 3.7 V Li-ion battery but it says 6.11 Wh, will this still fit the charger dock yours is 5.55wh",1
28593,"Does this give any protection to the phone?",1
6864,"Are these pecans processed in a gluten free facility?",1
28544,"How come it is compatible with all brands?",0
79095,"Hi, this is factory unlocked version? Works in latin america? more specifically in Venezuela.",0
53273,"can i use this to work on a portable dvd player",1
13460,"Are the chips kosher?",1
69218,"Do it charge on the wireless charger with the case on? Thanks",1
84122,"Is the car charger the only way to recharge the battery?",1
6603,"How long, on average, would this package of six last for a newborn?",1
62518,"Would work for any GSM?",1
16505,"Does this oil have a harvest date??",1
20498,"Do you have to hold down the IS button or does it stay on after you press it one time?",0
8505,"The brand shows Great Train, but is it the same spiced chai you see on Amazon in the purple packages? I don t want to get a big can if it s not exactly the same. Thx",0
52056,"Is a contract required?",1
63228,"Does case feel  sticky  in the hand? and does it have a raised lip around front to protect when face down? (EDIT: please see follow up questions)",0
61876,"can I use it to charge my iphone or do I need to buy an extra cable? If so, which cable do I need?",0
95801,"Does this phone come with Google Play installed?",1
64010,"Does the keyboard have attachment for it. If keyboard not inside case, is there a gap left (does the case look too thick for the slim phone?",1
66738,"Can it fit/ accomodate iphone 5s with mophie cover on it?",1
97456,"can it be paired with a windows 8 laptop?",1
71341,"hi , Who is the best among Kyocera DuraMax E4255 and Sprint Kyocera DuraXT",0
74268,"How is the TPU cover in terms of protecting the phone? Any accidental drop experience?",0
17325,"this honey es 100% from bee?",0
68734,"I would use this case to attach to my shorts when I am walking several miles or hiking. Would you recommend for this use?",1
10943,"I bought this product to plant, is good for that?",1
95863,"does this case fit motorolla droid maxx 16gb",1
106853,"will it work on the Iphone 6,6plus?",1
21299,"what are the diamentions ??",0
40937,"CAN I leave it pluged into my cigarette lighter all the time.",1
650,"Is this in instant form or you have to discard coffee grounds after brewing?",0
51566,"Can I use this with the iphone 4s?",1
113055,"Is this good to be used as hand-free to talk on the phone?",1
47883,"Will it fit in a Pontiac g6",1
45486,"I have an ancient iPod that is approximately 1/2  x 2 1/4  x 4 . Will it fit inside this speaker?",1
61590,"Does it work with the LG G2 phone?",1
58261,"Does this leave finger prints?",1
84815,"Is this case 1 or 2 pieces? Is it possible to use the magnetic cover with a different back case?",0
34985,"Does it make the phone screen look grainy or oily?",0
95207,"does it protect the screen?",1
38353,"Is this item OEM by Blackberry?",1
382,"Why are the flavored ones cheaper?",0
35813,"Does this case fit a galaxy 3?",1
79497,"Can you use wireless charging with the case on?",1
46905,"if this were to get wet, would it affect the case by much? such as, would it start to fall apart?",0
63578,"battery life time?",0
108132,"it s dual SIM ?",0
11460,"How long till expiry date?",0
5623,"how much is carb value?",0
20522,"how/shen do you need new filter ?",0
2884,"what is the expire date for the original (in your stock )",0
54994,"Does this case fit on the Galaxy s3 SPH-L710 ? does anyone have it on this phone?",0
38300,"would this work for a ipod 5",1
8312,"where can I buy dark chocolate C",0
104808,"Hi will this phone work with Boost? I was searcing for unlocked Motorola Photon Q qwrty phones",0
34029,"Does this charge the iPad 1 (original iPad)?",1
78340,"Is sounds out put decent enough in the shower with water running?",1
49525,"does this work with any android phone?",1
37959,"Is this At&amp;t compatible?",1
37448,"Is this phone AT&amp;T compatible?",1
60594,"Am I the only person who applied the screen protector and found that some adhesive remained after removed the paper tab?",1
68189,"Will it fit the galaxy player 3.6?",1
44770,"Is there another replacement battery that is not bulky (i.e. the same size as the stock battery) but has a higher than stock 1800 mA rating?",1
35501,"Does it fit the iphone 4 well?",1
96237,"whats diference between 9500 and 9505? thank you for your answer.",0
77579,"Does this work with the gold iPhone 5S? The holes closest to the charge seem to be plugged.",1
837,"Mercury level?",0
99812,"Does this watch have video calls, voice recording or a camera?",1
2752,"Is there mayonnaise in this dressing?",1
68698,"why would this not work for an AT&amp;T phone?",0
49327,"I have the Motorala Droid MAXX and ordered this and it does not fit my phone. I think I was sent the wrong one because my chargers fit fine.",0
3138,"I gedients",0
80458,"hi i was wondering if you have this style cover for a samsung galaxy s4 mini? I would love to buy the Luxury 3D Mirror &amp; Fashion Accessories Diamond,",0
93532,"Will this be compatible with all outlet cables? Don t want my outlet to be burned because of over flow of current.",1
100988,"samsung galaxy s4 mini fit?",0
43464,"is this a smartphone?",1
72939,"will the 5 case fit a 5s",1
71972,"this device work in venezuela?",0
45503,"can i transfer my phone number to this phone?",1
86734,"works on i9500 devices?",0
3386,"Royal basmati rice 10 pound bag kept in the fridge for 19 months .Is it still good?",1
2435,"could I use these to dye fabric?",1
31309,"I don t have my manual. Can someone please tell me how to get the voice back in english. It suddenly started talking in french I think.",0
78580,"How far does it stretches",0
29378,"Can anyone attest to the  new and improved  belt clip? Or is it just more of the same, and the clip will break right away?",0
54821,"Is this as international version? Does it work in Brazil?",0
14412,"does it fit all nespresso machines",1
82619,"does the kit come with the glass",1
21708,"Will the replace my A 100 cartridge?",1
29898,"Will this work with the LifeProof iPad Air Fre Case? I am not worried about keeping it water tight.",1
51496,"Does this work with the HTC One (M7)?",1
81082,"is this cable the original from htc and will it work for htc m7",0
7005,"How long do the Teriyaki Tender Bites stay  fresh  in the refrigerator?",0
72285,"Will this Black PU Leather Wallet Vertical Case for LG Optimus Logic (Straight Talk) - High Quality Flip Phone Cover fit the LG Optimus L40G?",1
21735,"Can these be mounted separately?",1
100451,"How do you pair the glasses wit a smartphone",0
59270,"do they work with a tv",1
34281,"I bought AT&amp;T regular plan iPhone 4S (  NOT Unlocked iPhone  ) from my friend .Does this SIM work in regular AT&amp;T iPhone 4S?",1
9310,"what is the box big size",0
99210,"does this case cover the home button on the IPhone 5s?",1
63624,"why don t you see the included spare battery in the photo?",0
70052,"I am interested in the Lime Green color. Will this color become available again?",1
75315,"I am wondering if this case is compatible with my HTC6500LVX",0
64223,"will the galaxy note 3 fit?",1
70628,"will this work for a samsung gallaxy note?",1
107514,"does it work with xperia XR?",1
41226,"does it have the speakers?",1
100398,"is that a micro usb 3.0 type A or B (is there any A or B on the micro usb 3.0 port)? the thinkpad 8 tablet seems to need a type A",1
38261,"Does the iphone6 fit in this?",1
361,"The desciption says this is a pack of 6 and the price listed is $9.23. Is this correct for the whole pack of 6?",1
98059,"Will this work in my Samsung gaxley 3",1
19017,"For those who have it, how many tbsp of beans do you find the best ratio for making a full 12 cup pot?",0
2302,"how do I find the % of protein, carbs, sugar, etc in each bar?",0
60650,"Will iphone 5s still charge on a dock with the Otterbox case, or is it too large?",0
108341,"Are the four corners protected?",1
72838,"Can I connect to my TV",1
56472,"Does this phone use the standard sized sim card or the micro?",0
40967,"Will these work with the Barnes and Noble Nook HD+ (plus), 9 inch tablet?",1
20490,"will this replace a (700854-4 part no.) jenn.air knob?",1
86657,"will this phone work with any carrier? Verizon, microsim?",0
13063,"Please tell me the sodium content per can and per serving? Is there any broth or other ingredients added:? I hope the skin+bones are still here!:?",0
83773,"Can these speakers be charges using an Apple iPod charger using the ECOROX provided USB to mini USB. charging cable?",1
13984,"are these bars made with cooked or raw quinoa?",0
67882,"What is the warranty for this phone? Would work in Canada?",0
37236,"Does the phone come with a charger?",1
59219,"Can this case be use in the Verizon iPhone? Verizon doesn t have a sim card slot on the iphone 4 version",1
60916,"will this phone work in south africa?",1
70172,"I m confused. some say it charges tab 10.1, others note 10.1. they dont take the same charger........do they?",1
95818,"can i use this in colombia sout america ?",1
26741,"Are these NSF 42 and 53 like the original GE MWF? Thanks.",1
75691,"I have a Samsung Galaxy S4 with the Samsung wireless charging back. Does anyone know if this case will fit? The Otterbox I have does not fit. Thanks",0
86163,"How am I supposed to know if this will fit my phone? Because this other answer said it didn t fit there phone.",0
81031,"I have a OtterBox case now but its too bulky. Is this a two part case? One plastic part and the rubber sleeve to go over the plastic?",0
52621,"what is the size?",0
22627,"Hi, will this fit a Whirlpool Upright Freezer Model #EV171NYMQ05 (made in Canada)? Thanks.",1
68809,"is seller from us? don t want shipping from oversea. take too long",1
86668,"Type of material?",0
54309,"Does it works with samsung galaxy tab s 8.4 ?",1
99925,"How about 4s? Does will fit it too?",0
73250,"hello. this cell phone works with digitel in VENEZUELA? the camera includes flash? Can be configure in spanish? than you",0
85632,"Does this work with an iPhone 6 Plus? (And please don t give the generic  diagonal length  answer because  diagonal  doesn t indicate actual width)",1
89924,"does it have front and back facing cameras",1
22897,"bake element for hotpoint range model #rb755,rb 756, rb 757",0
32641,"will this phone work in India with Indian service providers ?? if yes does this phone support instant messaging services eg:whatsapp ?",0
80577,"Does this armband have a Key holder?",1
84712,"IF a phone has wireless charging built in, does it need another type of battery to be able use this wireless charger?",1
67487,"Will this holster fit the Android N7100 note II clone, 5.3 inch screen cell phone ?",1
51065,"Will this work with a Blackberry 9315????????",1
45419,"Does it work for a driod ultra?",1
80144,"will plugging in a phone (iphone 5 to be exact) into the  fast charge  output damage my phone? My goal is the ability to charge 2 iphones at once.",1
15427,"How many do you get to make?",0
45428,"will it work with kindle fire",1
46720,"Is this Samsung infuse unlocked.",1
83221,"i want to know if this includes lcd + touch screen or if the lcd and touch screen are sold separately?",0
58407,"If my IPad2 goes to 0% battery can I turn on this battery pack and continue to use the tablet while it charges? Or do I have to wait first?",0
18440,"could u tell me how much sugar is in the kind bars healthy grains",1
55931,"Does this come in different sizes or one size fits all?",0
55331,"does this work with a glass screen protector if you dont want to use the one provided?",1
69848,"Can they fit on an iPad mini?",1
3954,"Hi, what country does this tea come from?",0
71447,"Does this have a SIM card slot?",1
20404,"Although the product number is the same the picture on the web site is quite different from the appearance of our current filters. Explanation?",0
40079,"Does the phone have a sim card in it ready to use?",1
71249,"Does it hold credit cards",1
101634,"Does this case prevent the phone from resting on the camera lens?",1
101564,"does it have an opening for the stylus?",1
86641,"Does the case have a snap or magnetic closure?",0
97080,"Hi , i,m Ali form Can work in networks in Iraq I mean how I know work the other networks or not",0
10097,"I don t suppose this is Whole 30 approved?",0
40771,"Has anyone used this device with a softphone in a VDI environment with USB Redirection or remote audio/mic?",0
16642,"is this product raw and unheated or just raw?",0
18428,"Anyone have the ingredient list? Thanks!",0
103897,"Will it work on my laptop",1
12833,"I have received package today. It does not say sugarless anywhere. How do I know it is sugarless? CK",0
11395,"The description says 16 lbs, but product information says 13 lbs. What is the actual weight of the salt tile itself?",0
107810,"is this charger compatible with iPhone 5s",1
56010,"What mobile carrier can this phone be connected with?",0
7051,"Does anyone know the actual caffeine content (I ve always heard the darker the roast the lower the caffeine content)?",0
76288,"can I connect a turntable?",1
10030,"how many cans?",0
94086,"how do you get the sound button on the left to work without taking the phone out of the case?",0
94112,"Does this phone have hotspot capabilities",1
50503,"HTC Amaze?",0
57314,"NFC works? What android version is it running?",0
56438,"is this compatable with an otter box case",1
98360,"I can t seem to get this to pair with an iPhone 6. Has anyone out there had any luck?",1
55687,"Does it fit d3300",1
50684,"Will this work for installing updates from Rogers in the USA, without activation. Is it a Rogers micro sim?",1
52865,"I m assuming this is in the box with all accessories?",0
47881,"Will it control and charge an Ipod through the USB port?",1
60275,"Will this fit the verizon s3 mini?",1
50049,"I m ready to purchase but does it come bundled with games?",0
44031,"is this made of a soft plastic feeling polymer or a hard shell? Im looking for a replacement for my softshell protector",0
60753,"Compatible with H2O?",0
62565,"Does this case work for iPhone 5S?",1
27057,"Can you use stage 3 filters with this?",1
36632,"can you use an sd card for this phone to store pictures and music ?",1
22114,"Would it rust?",1
21892,"Will this icemaker work with any maytag refrigerator? The model number on the fridge is MTB1954DkR",1
1677,"does this help control sugar?",1
62957,"is this phone an international version? Is it work in Venezuela?",0
29995,"Hi There, Will this work with the Canadian Cellular Providers in 3G 4G LTE etc? Thanks!",1
76470,"I ve never ordered a phone on Amazon, I am a US Cellular customer and once you purchase it do they just activate it like they do when you buy there?",0
92,"Is it the real plant or plastic plant?",0
47423,"Can I use skype (with the video) on wifi?",1
69451,"do they have a microphone?",1
11726,"Are these Pistachios Pasteurized as are many other nuts?",1
58719,"Just to be sure, this comes with the extra battery right?",0
44810,"Will this battery work with tmobile galaxy s2 ?",1
88596,"Is this case transparent at all?",1
32831,"2GB memory ? Does this phone order include a 2GB memory card .. or is it just the slot.",0
7553,"use Bragg to ferment apple cider",0
99359,"How long does it take to get it fully charged?",0
111340,"Is this the first party HTC case or an imitation? I see many conflicting answers, all of them equally voted down so I don t know who to believe.",0
2252,"What are the ingredients in King Leo Soft Peppermint Stick Candy?",0
78740,"Will this work with the Verizon S3?",1
59289,"Where in the device do you plug the earbuds?",0
50370,"how do u put your phone inside the case",0
35159,"Does this work with Samsung Galaxy s5?",1
36549,"you stated it s for an ipod touch 2nd generation, but which 2nd generation? what gig, 8g, 16g ?",0
7559,"Is this the same kind of Brewers yeast for mothers to use for breast feeding?",1
100373,"Will this work if I have a battery pack case on my iPhone 5s?",1
53262,"does it work with samsung NX300m",1
66828,"do you have covers for iphone 6 or ipad mini",0
25982,"This is the correct part number for my Kenmore Range, but it is listed here as a Frigidare part. Are they compatible? I have a Kenmore 79094102703",1
65217,"Does this phone 3G (HSDPA 900 and 1900) in Venezuela?",1
38503,"It is work with samsung galaxy note 3?",0
32857,"Carrier: What service provider can the be used with?",0
73564,"Can it charge my electronic cigarette?",1
62647,"Are you sure this will fit a iPhone 5s",1
76763,"I have one and like it except it wont stay on my dash. Any solutions? Suction cup wont hold it.",0
79247," Compatible with potable GPS devices  Why would you want to drink your GPS?",0
84047,"Works on 5s",0
42809,"will this allow me to watch anything on my tv that is on my phone. not just data?",1
25044,"would this part fit bosch nexxxt 500 series model wfmc 3301uc",1
78196,"Will this model activate car mode on a Moto X? Or is there a model that does?",0
90523,"What is the product waranty period? International coverage of warranty?",0
77558,"does the apple logo look real like a genuine apple back",1
32996,"does it fit a nexus 4 smartphone",1
105532,"this phone work in venezuela??",0
44392,"Does this work with the kindle 8.9 HD",1
108718,"One of the reviews says that this case is not compatible with ios 7.1.2. I just want to make sure its compatible.",0
66112,"Will this phone work in India?",1
46165,"can i swap the phone out just like any other virgin mobile phone?",1
71020,"Does the new LDC screen come with the home button, for each color? Or do I have to use the one already on the phone?",0
5910,"Does this dissolve in water?",1
66734,"Which carrier will support this phone?",0
42964,"Hi there, Just wonder is this car kit come with car charger and the usb cable?",0
22069,"do you think the netting holes are small enough to keep wheat berries from falling through?",1
81452,"Is this part just the connection between the port and phone? My port is loose and does not always allow charging. I thought I might need a new port.",1
17381,"What is the expiration date on this product?",0
55326,"Doses thia product work with iphone 5 ?",0
53134,"Have any of the ladies used this white case in their purses? How did it do as far as lipstick, pen marks, finger smudges, etc.??",0
22043,"Does this part is a replace part for A PC BOARD 6000499 ?",1
17988,"Costco no longer carries the Mark Avenue Dark Chocolate Coconut Almonds. Does anyone know where I can buy them at a reasonable price?",0
76296,"Does it fit galaxy 4s active?",1
310,"How much liquid will this thicken?",0
20973,"Can this work in Malaysia",1
98517,"how long are the mins good for once paid for and what carrier is it out of the box?",0
